,Firm,Industry,Link,Average Sentence Length,Character Count,Common Perc
27,Merrill Lynch International,Investment Firms,http://www.ml.com/privacy-and-security-center/how-we-protect-you.html,21.85074626865672,8.089482474360754,0.7943409247757074
28,EMFI Securities Limited,Investment Firms,https://www.emfi.uk/english/privacy-policy,21.43478260869565,9.191463316206494,0.854706684856753
29,EMFI Securities Limited,Investment Firms,https://www.emfi.uk/english/cookies-policy,12.0,3.258096538021482,0.7083333333333334
30,EMFI Securities Limited,Investment Firms,https://www.emfi.uk/english/terms-of-use,28.57894736842105,9.572828387229206,0.8387096774193549
31,Blue Whale Capital LLP,Investment Firms,http://bluewhale.co.uk/social-media-terms-and-conditions,29.142857142857142,8.386856689688234,0.5073891625615764
32,Blue Whale Capital LLP,Investment Firms,http://bluewhale.co.uk/privacy-policy,29.282608695652176,9.119868468812108,0.8267066766691673
33,Blue Whale Capital LLP,Investment Firms,http://bluewhale.co.uk/assets/files/FMC/fund-management-centre-fmc-terms-of-use.pdf,,7.47477218239787,
34,Vinco Wealth Management Ltd,Investment Firms,https://www.vincowealth.co.uk/terms-and-conditions/,26.951219512195124,9.537699784080726,0.8309665597801191
35,Vinco Wealth Management Ltd,Investment Firms,https://www.vincowealth.co.uk/use-of-cookies/,16.952380952380953,7.7354333524996886,0.8932584269662921
36,Jarrovian Wealth Limited,Investment Firms,https://www.jarrovian.co.uk/privacy/,30.57843137254902,7.895063498091573,0.8564547206165704
37,Jarrovian Wealth Limited,Investment Firms,https://www.jarrovian.co.uk/cookies/,19.192307692307693,8.431199478249262,0.8020408163265306
38,Jarrovian Wealth Limited,Investment Firms,https://www.jarrovian.co.uk/terms/,24.51851851851852,7.443663683115591,0.784919028340081
39,Ipreo Limited,Investment Firms,http://ihsmarkit.com/en/privacy/privacy-policy-english,29.0,9.724121623567806,0.3571428571428572
40,Ipreo Limited,Investment Firms,http://ihsmarkit.com/en/terms-of-use,29.0,9.724121623567806,0.3571428571428572
41,Ipreo Limited,Investment Firms,http://ihsmarkit.com/en/cookie-notice,29.0,9.724121623567806,0.3571428571428572
42,Independent Risk Management Solutions Limited,Investment Firms,https://www.irm-solutions.biz/cookies-policy,34.25,7.343426229147367,0.8248175182481752
43,Hamilton Stuart Capital Ltd,Investment Firms,http://www.leinumber.com/terms-and-conditions/,20.70731707317073,9.851457144441744,0.7595887702649269
44,Mitsubishi UFJ Asset Management (UK) Ltd,Investment Firms,https://www.uk.am.mufg.jp/disclaimer/#cookies_notice,28.285714285714285,7.912789220690681,0.7693074240159442
45,CS Managers Ltd,Investment Firms,https://csmanagers.com/privacy-policy/,19.26388888888889,5.730099782973574,0.8438177874186551
46,Walker Crips Investment Management Limited,Investment Firms,http://www.wcgplc.co.uk/privacy-policy,14.076923076923077,6.375024819828097,0.3076923076923077
47,Westminster Wealth Management LLP,Investment Firms,http://www.westminster-wealth.com/privacy-policy,20.068181818181817,8.913819350857198,0.8946772366930917
48,WG Partners LLP,Investment Firms,https://wgpartners.co.uk/privacy-policy/,23.545454545454547,8.09009578318096,0.9147286821705426
49,Philip J Milton & Company Plc,Investment Firms,https://www.miltonpj.net/privacy-policy/,23.177777777777777,8.993799971795545,0.7612085769980507
50,Portfoliometrix Asset Management Ltd,Investment Firms,http://www.portfoliometrix.com/privacy-policy?hsLang=en,25.587628865979383,10.598108646352074,0.8385602280826799
51,Portfoliometrix Asset Management Ltd,Investment Firms,http://www.portfoliometrix.com/website-terms-conditions?hsLang=en,23.02898550724637,9.938951216811697,0.8838892385147892
52,Panima Capital Management Limited,Investment Firms,https://www.cookieyes.com/,9.875,6.280395838960195,0.6798245614035088
53,Liontrust Investment Partners LLP,Investment Firms,http://www.liontrust.co.uk/terms-and-conditions,25.29032258064516,9.347490210123416,0.8711340206185567
54,Liontrust Investment Partners LLP,Investment Firms,http://www.liontrust.co.uk/privacy-notice,38.59090909090909,7.950149887652018,0.8648488441019562
55,Liontrust Investment Partners LLP,Investment Firms,https://www.liontrust.co.uk/-/media/liontrust/files/terms-of-business/lfp-terms-of-business-for-intermediaries.pdf,38.59090909090909,7.055312843339752,0.8648488441019562
56,Liontrust Investment Partners LLP,Investment Firms,http://www.liontrust.co.uk/cookie-policy,16.57017543859649,6.263398262591624,0.7187332259796028
57,Growth Capital Ventures Limited,Investment Firms,https://www.growthcapitalventures.co.uk/privacy-policy,14.0,9.348100311680668,0.8452380952380952
58,Growth Capital Ventures Limited,Investment Firms,https://www.growthcapitalventures.co.uk/terms-conditions,33.96153846153846,9.216819338073892,0.8158198614318707
59,Autonomy Capital Research LLP,Investment Firms,http://autonomycapital.com/privacy-policy/,30.40776699029126,10.106101812597846,0.7774193548387097
60,KMG Independent Limited,Investment Firms,https://www.kmg.co.uk/privacy-policy/,21.142857142857142,10.007487142554613,0.8917874396135266
61,WMG Advisors LLP,Investment Firms,http://wmgfunds.com/terms-of-use-and-legal-disclaimer,33.36904761904762,5.730099782973574,0.04382183908045977
62,WMG Advisors LLP,Investment Firms,http://wmgfunds.com/wmgfunds.com/terms-of-use-and-legal-disclaimer/,33.36904761904762,5.730099782973574,0.04382183908045977
63,WMG Advisors LLP,Investment Firms,http://wmgfunds.com/cookie-policy,21.473684210526315,7.900266036767701,0.0
64,Joseph R Lamb Independent Financial Advisers Limited,Investment Firms,http://www.josephlamb.com/page/privacy-policy,,9.824768967824722,
65,Joseph R Lamb Independent Financial Advisers Limited,Investment Firms,http://www.josephlamb.com/page/cookie-policy,17.09090909090909,7.146772179452637,0.8412698412698413
66,Lacomp Plc,Investment Firms,http://www.lacomp.co.uk/terms-and-conditions,31.516129032258064,8.890135107818843,0.849539406345957
67,Lacomp Plc,Investment Firms,http://www.lacomp.co.uk/privacy-policy,25.21875,8.990690709916228,0.8374689826302729
68,Lofoten Asset Management Ltd,Investment Firms,https://lofotenam.com/privacy-policy/,34.81818181818182,9.44137272471063,0.8709677419354839
69,Hartmann Capital Limited,Investment Firms,http://hartmanncapital.com/privacy-statement,28.381818181818183,9.485544922916851,0.8302250803858521
70,Hartmann Capital Limited,Investment Firms,http://hartmanncapital.com/terms-of-use,34.93258426966292,9.979846560634877,0.8239528795811518
71,Gaudi Regulated Services Limited,Investment Firms,https://www.gaudiltd.co.uk/privacy-policy/,20.03030303030303,8.511577452630602,0.7806748466257669
72,Julius Baer International Limited,Investment Firms,http://www.juliusbaer.com/en/data-privacy-policy/,12.5,9.366317953430535,0.8
73,Julius Baer International Limited,Investment Firms,http://www.juliusbaer.com/en/terms-of-use/,12.5,9.828548465871634,0.8
74,Green Ash Partners LLP,Investment Firms,https://greenash-partners.com/privacy-policy/,18.75757575757576,8.464003362902119,0.8847402597402597
75,Cresco Capital Markets (UK) Ltd,Investment Firms,https://crescocapital.co.uk/privacy-policy/,31.24742268041237,9.905784911584812,0.9129278830176139
76,Terra Firma Capital Partners Limited,Investment Firms,https://www.terrafirma.com/privacy-statement/,24.153846153846157,8.257385655730436,0.827140549273021
77,Ellis Bates Financial Solutions Limited,Investment Firms,https://www.ellisbates.com/privacy-policy,23.4375,,0.8439383791024783
78,Admiral Markets UK Ltd,Investment Firms,https://admiralmarkets.com/terms-and-conditions-no-commission-offer?regulator=fca,17.392857142857142,8.882669291308039,0.702862783810464
79,Admiral Markets UK Ltd,Investment Firms,https://admiralmarkets.com/privacy-policy?regulator=fca,,10.175802147856787,
80,Admiral Markets UK Ltd,Investment Firms,https://admiralmarkets.com/start-trading/professional-trading-terms?regulator=fca,25.745098039215687,8.106816038947052,0.4290099769762087
81,Key To Markets Limited,Investment Firms,https://www.keytomarkets.com/privacy-cookies-policy/,25.535211267605632,9.277438115508676,0.7353433835845896
82,Key To Markets Limited,Investment Firms,https://www.keytomarkets.com/terms-business/,22.6875,7.887208585813932,0.7014084507042253
83,Endeavour Financial Limited,Investment Firms,https://endeavourfinancial.com/legal-terms-and-conditions/,30.14814814814815,8.604654467186231,0.8109090909090909
84,Endeavour Financial Limited,Investment Firms,https://endeavourfinancial.com/privacy-policy/,26.655555555555555,9.622251327567737,0.8753671842215694
85,Working Capital Advisors (UK) Limited,Investment Firms,http://www.working-cap.com/privacy-policy,41.68571428571428,9.22197245620589,0.8956461644782309
86,NAU Securities Ltd,Investment Firms,http://www.nau-securities.com/others/privacy-policy/,34.857142857142854,9.926666825483533,0.8871274571972099
87,NAU Securities Ltd,Investment Firms,http://www.nau-securities.com/others/terms-use-disclaimer/,31.815384615384616,9.73014555852275,0.8012677106636839
88,NAU Securities Ltd,Investment Firms,http://www.nau-securities.com/others/terms-business-execution-policy/,,10.604379663543519,
89,Finalto Trading Limited,Investment Firms,http://finaltotrading.com/privacy-policy.html,,10.486373338838536,
90,Hilbert Investment Solutions Ltd,Investment Firms,https://sucuri.net/privacy-policy?utm_source=firewall_block,28.2020202020202,10.014268351879487,0.8297718218036944
91,Magnetar Financial (UK) LLP,Investment Firms,http://www.magnetar.com/privacy,29.930232558139537,9.057655284310535,0.8796875
92,Magnetar Financial (UK) LLP,Investment Firms,http://www.magnetar.com/terms,32.39393939393939,9.571783927990017,0.7160377358490566
93,Pathway Capital Management (UK) Ltd,Investment Firms,https://pathwaycapital.com/privacy-policy/,,10.161071177163876,
94,Euronova Asset Management UK LLP,Investment Firms,http://www.euronam.co.uk/privacy-policy.asp,23.15625,9.893336201479753,0.8713173044361666
95,Thesis Asset Management Limited,Investment Firms,https://www.thesisam.com/privacy-security/,35.7,9.24619002486988,0.7780898876404494
96,Thesis Asset Management Limited,Investment Firms,https://www.thesisam.com/private-client-privacy-notice/,23.322916666666668,9.24619002486988,0.848050201703272
97,Thesis Asset Management Limited,Investment Firms,http://www.thesisam.com/privacy-security/,35.7,9.24619002486988,0.7780898876404494
98,Thesis Asset Management Limited,Investment Firms,https://www.thesisam.com/terms-use/,29.793650793650794,9.333707785926467,0.8685897435897436
99,Thesis Asset Management Limited,Investment Firms,http://www.thesisam.com/~thesis/terms-use/,29.793650793650794,9.333707785926467,0.8685897435897436
100,Magenta Partners LLP,Investment Firms,http://www.magentapartners.com/privacy-policy,38.7948717948718,9.315870873185647,0.9252645502645502
101,Magenta Partners LLP,Investment Firms,http://www.magentapartners.com/terms-conditions,27.8125,8.659907293615413,0.8521444695259593
102,Lyxor Asset Management UK LLP,Investment Firms,https://www.lyxoretf.co.uk/en/instit/about-us/privacy-and-cookies,5.0,3.258096538021482,0.8
103,Lyxor Asset Management UK LLP,Investment Firms,https://sglistedproducts.co.uk/privacy-and-policy,2.333333333333333,3.258096538021482,0.0
104,Lyxor Asset Management UK LLP,Investment Firms,http://www.lyxoretf.co.uk/en/instit/page/privacyandcookies,5.0,3.258096538021482,0.8
105,PATRIZIA Infrastructure Ltd,Investment Firms,http://www.patrizia.ag/en/privacy-policy/,15.031746031746032,9.530102337891375,0.38544474393531
106,Niche Capital Limited,Investment Firms,https://www.niche-capital.com/terms-conditions/,19.605263157894736,9.280612424961515,0.8131487889273357
107,Niche Capital Limited,Investment Firms,https://www.niche-capital.com/cookie-policy/,21.1,7.305188215393037,0.9246231155778895
108,Novia Financial Plc,Investment Firms,http://www.novia-financial.co.uk/privacy-policy/,30.692307692307693,9.736251633160215,0.8534338358458962
109,Novia Financial Plc,Investment Firms,http://www.novia-financial.co.uk/terms/,22.948275862068964,9.074176947163311,0.8610271903323263
110,Novia Financial Plc,Investment Firms,http://www.novia-financial.co.uk/cookie-policy/,4.0,7.802618063442671,0.0
111,Stover Financial Planners Ltd,Investment Firms,https://www.stoverfp.co.uk/privacy-policy/,19.4,8.885440911707585,0.872093023255814
112,Balyasny Europe Asset Management LLP,Investment Firms,http://www.bamfunds.com/legal_documents/privacy-policy,,10.566304383288239,
113,GE Capital Limited,Investment Firms,https://www.ge.com/privacy,12.848341232227488,9.945253101768596,0.6692679301374953
114,GE Capital Limited,Investment Firms,https://www.ge.com/terms,30.310679611650485,9.90323752128092,0.6737111751520973
115,Zephyrus Partners Limited,Investment Firms,http://zephyrusgroup.com/privacy,20.52777777777778,8.460622839927844,0.89280868385346
116,Zephyrus Partners Limited,Investment Firms,http://zephyrusgroup.com/terms,18.25,7.895436006942965,0.9006849315068494
117,Goldenway Global Investments (UK) Limited,Investment Firms,http://www.gwguk.com/public/document/en/privacy_policy.pdf,,8.934323331054905,
118,Goldenway Global Investments (UK) Limited,Investment Firms,http://www.gwguk.com/public/document/en/cookies_policy.pdf ,,9.158309963881798,
119,Goldenway Global Investments (UK) Limited,Investment Firms,http://www.gwguk.com/public/document/en/terms_and_conditions_of_business.pdf,,7.539027055823995,
120,Beach Point Capital Europe LLP,Investment Firms,http://beachpoint.capital/terms-and-conditions/,28.8,9.26416545867109,0.7979669631512071
121,Frogmore Real Estate Partners Fund Managers Ltd,Investment Firms,http://www.frogmore.co.uk/?cookies=ok,11.0,6.093569770045136,0.8181818181818182
122,Frogmore Real Estate Partners Fund Managers Ltd,Investment Firms,https://www.frogmore.co.uk/cookie-policy/,19.47826086956522,8.098034756176071,0.8861607142857143
123,Fund Analytics Investment Management LLP,Investment Firms,https://www.fundanalytics.com/privacy/,38.38461538461539,8.100464891029363,0.8446215139442231
124,Fund Analytics Investment Management LLP,Investment Firms,https://www.fundanalytics.com/terms-conditions/,30.951219512195124,9.001962272862446,0.8780680918448139
125,Mesirow Financial International UK Limited,Investment Firms,http://www.mesirow.com/sites/default/files/Form%20CRS/privacy-and-cookies-policy.pdf,,6.630683385642372,
126,Beaumont Cornish Limited,Investment Firms,https://www.beaumontcornish.com/privacy-statement,28.01851851851852,9.52427481557203,0.8638184245660881
127,Fortrade Limited,Investment Firms,https://www.leaprate.com/privacy-policy/,25.428571428571427,8.74257423767064,0.8887640449438202
128,Bell Rock Capital Management LLP,Investment Firms,http://www.brcm.co.uk/privacy,16.564102564102566,8.633908991112198,0.7158836689038032
129,Bell Rock Capital Management LLP,Investment Firms,http://www.brcm.co.uk/terms,21.471698113207548,9.460320577243952,0.8183194549583649
130,Mercer Limited,Investment Firms,http://www.mercer.com/privacy.html,27.035087719298247,7.994294986415977,0.8095238095238095
131,Mercer Limited,Investment Firms,http://www.mercer.com/cookies.html,20.977272727272727,7.823645930834952,0.8454842219804135
132,Mercer Limited,Investment Firms,http://www.mercer.com/terms.html,,10.283361310977384,
133,Fusion Wealth Limited,Investment Firms,https://www.schroders.com/en/privacy-policy/uk/?_ga=2.39005667.1383941353.1667819681-1816684250.1666881286,19.0,7.532088143541722,0.6223404255319149
134,Fusion Wealth Limited,Investment Firms,http://www.fusionwealth.co.uk/en-gb/uk/adviser/footer/applicant-privacy-notice,,5.198497031265826,
135,Fusion Wealth Limited,Investment Firms,http://www.fusionwealth.co.uk/en-gb/uk/adviser/footer/email-terms,,5.198497031265826,
136,Fusion Wealth Limited,Investment Firms,http://www.fusionwealth.co.uk/en-gb/uk/adviser/footer/schroders-group-cookie-policy/,,5.198497031265826,
137,Pello Capital Limited,Investment Firms,http://www.pellocapital.com/privacy_cookies.php,25.171875,10.768611297835038,0.8876755070202809
138,Pello Capital Limited,Investment Firms,http://www.pellocapital.com/terms-conditions.php,23.496296296296297,10.060320346562916,0.8415526566974229
139,Culverhouse Financial Planning Ltd,Investment Firms,https://www.culverhouse-accountants.co.uk/privacy-policy,20.3,9.890047640169426,0.8596144340088977
140,Culverhouse Financial Planning Ltd,Investment Firms,https://www.culverhouse-accountants.co.uk/website-terms-of-use,27.80263157894737,9.784197131344804,0.8836329233680227
141,Energy Growth Momentum LLP,Investment Firms,https://egmomentum.com/privacy-policy/,22.123595505617978,9.49137540170617,0.7685992816829144
142,FSE Fund Managers Limited,Investment Firms,http://www.thefsegroup.com/terms-and-conditions/,28.591549295774648,9.549451979534325,0.8429561200923787
143,FSE Fund Managers Limited,Investment Firms,http://www.thefsegroup.com/privacy-policy,69.5,5.030437921392435,0.2324723247232472
144,FSE Fund Managers Limited,Investment Firms,http://www.thefsegroup.com/cookie-policy,27.0,7.862112211662748,0.8668730650154799
145,Venture Founders Limited,Investment Firms,http://www.venturefounders.co.uk/privacy,20.7,8.841014310483892,0.8492753623188406
146,Venture Founders Limited,Investment Firms,http://www.venturefounders.co.uk/terms,26.931818181818183,9.615538777855802,0.8566581849024597
147,Venture Founders Limited,Investment Firms,http://www.venturefounders.co.uk/cookie,25.08695652173913,8.248529124800218,0.8480138169257341
148,Fitzallan Ltd,Investment Firms,https://www.fitzallan.com/about-us/privacy-statement/,22.0,8.231908243564177,0.9039451114922813
149,Fitzallan Ltd,Investment Firms,http://www.fitzallan.com/about-us/privacy-statement,22.0,8.231908243564177,0.9039451114922813
150,Fitzallan Ltd,Investment Firms,https://www.fitzallan.com/privacy-statement-cookie-policy/,25.087719298245613,9.332911924364364,0.8675123326286117
151,Fitzallan Ltd,Investment Firms,https://www.fitzallan.com/cookies-information/,28.37037037037037,8.807621489536043,0.8337696335078534
152,Blue Planet Investment Management Ltd..,Investment Firms,https://www.blueplanet.eu/terms-and-conditions,12.804878048780488,8.459987717645458,0.8268482490272373
153,Blue Planet Investment Management Ltd..,Investment Firms,https://www.blueplanet.eu/privacy-policy,21.9375,8.059592328887545,0.8660968660968661
154,Blakeney LLP,Investment Firms,http://www.blakeney.com/assets/pdf/blakeney-privacypolicy.pdf,,8.454892165218858,
155,FJORD Advisors Limited,Investment Firms,http://www.fjordcap.com/privacy-policy,11.666666666666666,6.113682179832232,0.3428571428571429
156,Newbridge Advisors LLP,Investment Firms,http://newbridge.co.uk/privacy-policy,32.541666666666664,9.21522840604896,0.8857509627727856
157,Newbridge Advisors LLP,Investment Firms,http://newbridge.co.uk/terms-conditions,33.93103448275862,8.742893471512136,0.8861788617886179
158,House of Borse Ltd,Investment Firms,https://www.houseofborse.com/privacy-policy,18.53409090909091,9.006509131694346,0.7772979642196175
159,House of Borse Ltd,Investment Firms,https://www.houseofborse.com/cookies-policy,21.14,8.448700194970938,0.7518939393939394
160,House of Borse Ltd,Investment Firms,https://www.houseofborse.com/financial-terms,10.176100628930818,9.813672248213765,0.341280353200883
161,House of Borse Ltd,Investment Firms,https://www.houseofborse.com/terms-of-use,31.387096774193548,8.810310466357958,0.8278775079197466
162,House of Borse Ltd,Investment Firms,https://www.houseofborse.com/professional-standard-terms-of-business,,11.429185096032331,
163,BERKSHIRE GLOBAL ADVISORS LTD,Investment Firms,http://berkshireglobal.com/privacy-policy/,21.7012987012987,9.332115428902103,0.8065693430656934
164,Daiwa Capital Markets Europe Limited,Investment Firms,http://www.uk.daiwacm.com/site-tools/privacy-notice,18.56969696969697,10.397177190355384,0.8127578546493177
165,Daiwa Capital Markets Europe Limited,Investment Firms,http://www.uk.daiwacm.com/site-tools/privacy-policy,27.176470588235293,9.097059685517216,0.8311688311688312
166,Daiwa Capital Markets Europe Limited,Investment Firms,http://www.uk.daiwacm.com/site-tools/cookie-policy,25.103448275862068,8.370547611074752,0.8402203856749312
167,FLOREAT MERCHANT BANKING LIMITED,Investment Firms,http://floreat.com/legal-policies/privacy-policy,24.653846153846157,9.515469358031684,0.8255208333333334
168,FLOREAT MERCHANT BANKING LIMITED,Investment Firms,http://floreat.com/terms-use,24.653846153846157,9.515469358031684,0.8255208333333334
169,FLOREAT MERCHANT BANKING LIMITED,Investment Firms,http://floreat.com/legal-policies/cookie-policy,24.653846153846157,9.515469358031684,0.8255208333333334
170,Monex Europe Markets Limited,Investment Firms,https://www.monexeurope.com/privacy-policy/,25.133333333333333,9.826228466989177,0.879837067209776
171,Monex Europe Markets Limited,Investment Firms,https://www.monexeurope.com/website-terms-of-use/,19.09375,9.710448770900967,0.70171931227509
172,Monex Europe Markets Limited,Investment Firms,https://www.monexeurope.com/cookie-policy/,18.29032258064516,6.7226297948554485,0.7455516014234875
173,Barons Capital Partners Limited,Investment Firms,https://www.baronscapitalpartners.com/privacy-policy,19.6,7.803026643632217,0.8698979591836735
174,Barons Capital Partners Limited,Investment Firms,https://www.baronscapitalpartners.com/terms-conditions,18.89655172413793,8.191740021277457,0.8704379562043796
175,Russell Investments Limited,Investment Firms,http://russellinvestments.com/us/legal/privacy,26.89655172413793,9.55272367519805,0.8258642765685019
176,Birchwood Investment Management Limited,Investment Firms,http://www.birchwoodinvestment.com/terms-and-conditions/,27.318181818181817,8.51919119407891,0.9145299145299145
177,Birchwood Investment Management Limited,Investment Firms,https://www.birchwoodinvestment.com/privacy-policy-statement/,24.79069767441861,8.9680140012452,0.8368121442125237
178,Birchwood Investment Management Limited,Investment Firms,http://www.birchwoodinvestment.com/privacy-policy-statement/,24.79069767441861,8.9680140012452,0.8368121442125237
179,Birchwood Investment Management Limited,Investment Firms,http://birchwood-test.je-hosting.co.uk/cookie-policy,,,
180,Njord Partners LLP,Investment Firms,http://njordpartners.com/terms-and-conditions,27.35,9.310004695089129,0.8260333127698951
181,Njord Partners LLP,Investment Firms,http://njordpartners.com/privacy-policy,30.51063829787234,9.178230318057949,0.8458274398868458
182,Njord Partners LLP,Investment Firms,https://njordpartners.com/privacy-policy,30.51063829787234,9.178230318057949,0.8458274398868458
183,DN Capital Limited,Investment Firms,http://www.dncapital.com/privacy,28.245454545454542,10.007982693865577,0.8977089383672152
184,DN Capital Limited,Investment Firms,http://www.dncapital.com/terms,24.59016393442623,9.2213792190914,0.7874069058903183
185,Dodge & Cox Worldwide Investments Ltd,Investment Firms,http://www.dodge.com/crossbrand_us/privacy,28.247524752475247,10.809384455226267,0.8622394913458142
186,Dodge & Cox Worldwide Investments Ltd,Investment Firms,http://www.dodge.com/ https:/privacyportal-cdn.onetrust.com/dsarwebform/abdee64f-f547-46bd-97a7-f56d58479fce/1c3a169b-1230-4a2e-b664-8785e3763e2c.html ,21.26315789473684,7.064759027791802,0.855
187,Dodge & Cox Worldwide Investments Ltd,Investment Firms,http://www.dodge.com/crossbrand_us/terms-of-use.html,,10.89195009770325,
188,Condor Capital Markets Ltd,Investment Firms,https://www.condorcapital.com/privacy-policy/,27.0,8.931948346431495,0.7682789651293588
189,FACET INVESTMENT MANAGEMENT LTD,Investment Firms,https://www.facet-im.co.uk/privacy,22.11111111111111,8.24564690087386,0.9010238907849829
190,FACET INVESTMENT MANAGEMENT LTD,Investment Firms,https://www.facet-im.co.uk/cookies,19.09375,8.17131687471973,0.6672158154859967
191,Qatalyst Partners Limited,Investment Firms,http://www.qatalyst.com/privacy-policy,56.625,10.265453474531439,0.4841628959276018
192,Qatalyst Partners Limited,Investment Firms,http://www.bloomberg.com/news/2011-07-01/go-daddy-gets-investment-from-kkr-silver-lake-tcv-for-undisclosed-terms.html,43.16666666666666,5.768320995793772,0.08139534883720931
193,1OAK Capital Limited,Investment Firms,https://www.1oakcapital.com/privacy-policy,22.423076923076923,10.546393516659327,0.5547826086956522
194,Hibiscus Group Limited,Investment Firms,http://www.hibiscus.com/privacy,27.0,6.588926477533519,0.7848164906988436
195,Hibiscus Group Limited,Investment Firms,http://www.hibiscus.com/terms-of-use,27.216216216216218,6.588926477533519,0.7575150300601202
196,Bond Capital Partners (UK) Ltd,Investment Firms,https://www.bondcapitalpartners.com/terms-and-conditions/,18.52380952380953,7.822845290279774,0.8530927835051546
197,Bond Capital Partners (UK) Ltd,Investment Firms,https://www.bondcapitalpartners.com/privacy-policy/,23.743589743589745,8.69901462316851,0.8704103671706264
198,Invesco Asset Management Limited,Investment Firms,http://www.invesco.com/emea/en/privacy-and-cookies/english.html,24.61764705882353,9.563599488613745,0.8692122669873722
199,Invesco Asset Management Limited,Investment Firms,http://www.invesco.com/ca/en/privacy-policy.html,14.69767441860465,7.537962659768208,0.5111821086261981
200,Invesco Asset Management Limited,Investment Firms,http://www.invesco.com/corporate/en/footer/terms-of-use.html,,9.644911105223,
201,Arlingclose Limited,Investment Firms,http://www.arlingclose.com/terms-and-conditions,24.0,7.356279876550748,0.9125
202,Arlingclose Limited,Investment Firms,http://www.arlingclose.com/cookie-policy,22.2,6.699500340161678,0.9099099099099099
203,Makor Securities London Limited,Investment Firms,https://makor-group.com/privacy-policy,27.666666666666668,9.140990293841389,0.8554033485540334
